Timestamp,Fire_Confidence,Smoke_Confidence,Screenshot_Path,Boxes_Detected
2024-10-31 20:23:09,0.000,0.513,D:\rifai\code\python\python\data\screenshots\detection_20241031_202309_0.51.jpg,1
2024-10-31 20:28:34,0.000,0.513,D:\rifai\code\python\python\data\screenshots\detection_20241031_202834.jpg,0
2024-10-31 20:28:39,0.000,0.580,D:\rifai\code\python\python\data\screenshots\detection_20241031_202839.jpg,0
2024-10-31 20:28:44,0.000,0.714,D:\rifai\code\python\python\data\screenshots\detection_20241031_202844.jpg,0
2024-10-31 20:28:49,0.000,0.000,D:\rifai\code\python\python\data\screenshots\detection_20241031_202844.jpg,0
2024-10-31 20:28:55,0.000,0.652,D:\rifai\code\python\python\data\screenshots\detection_20241031_202855.jpg,0
2024-10-31 20:29:00,0.000,0.000,D:\rifai\code\python\python\data\screenshots\detection_20241031_202855.jpg,0
2024-10-31 20:29:05,0.000,0.519,D:\rifai\code\python\python\data\screenshots\detection_20241031_202905.jpg,0
2024-10-31 20:29:10,0.000,0.000,D:\rifai\code\python\python\data\screenshots\detection_20241031_202905.jpg,0
2024-10-31 20:29:16,0.000,0.523,D:\rifai\code\python\python\data\screenshots\detection_20241031_202916.jpg,0
2024-10-31 20:29:21,0.000,0.757,D:\rifai\code\python\python\data\screenshots\detection_20241031_202921.jpg,0
2024-10-31 20:29:26,0.000,0.000,D:\rifai\code\python\python\data\screenshots\detection_20241031_202921.jpg,0
2024-10-31 20:29:31,0.000,0.735,D:\rifai\code\python\python\data\screenshots\detection_20241031_202931.jpg,0
2024-10-31 20:29:37,0.000,0.691,D:\rifai\code\python\python\data\screenshots\detection_20241031_202937.jpg,0
2024-10-31 20:29:42,0.000,0.513,D:\rifai\code\python\python\data\screenshots\detection_20241031_202942.jpg,0
2024-10-31 20:29:47,0.000,0.603,D:\rifai\code\python\python\data\screenshots\detection_20241031_202942.jpg,0
2024-10-31 20:29:52,0.000,0.679,D:\rifai\code\python\python\data\screenshots\detection_20241031_202942.jpg,0
2024-10-31 20:29:58,0.000,0.776,D:\rifai\code\python\python\data\screenshots\detection_20241031_202942.jpg,0
2024-10-31 20:32:11,0.000,0.513,D:\rifai\code\python\python\data\screenshots\detection_20241031_203211.jpg
2024-10-31 20:32:16,0.000,0.580,D:\rifai\code\python\python\data\screenshots\detection_20241031_203216.jpg
2024-10-31 20:32:21,0.000,0.705,D:\rifai\code\python\python\data\screenshots\detection_20241031_203221.jpg
2024-10-31 20:32:27,0.000,0.516,D:\rifai\code\python\python\data\screenshots\detection_20241031_203227.jpg
2024-10-31 20:32:32,0.000,0.736,D:\rifai\code\python\python\data\screenshots\detection_20241031_203232.jpg
2024-10-31 20:32:37,0.000,0.669,D:\rifai\code\python\python\data\screenshots\detection_20241031_203237.jpg
2024-10-31 20:32:48,0.000,0.729,D:\rifai\code\python\python\data\screenshots\detection_20241031_203248.jpg
2024-10-31 20:32:53,0.000,0.583,D:\rifai\code\python\python\data\screenshots\detection_20241031_203253.jpg
2024-10-31 20:32:59,0.000,0.804,D:\rifai\code\python\python\data\screenshots\detection_20241031_203259.jpg
2024-10-31 20:34:53,0.000,0.513,D:\rifai\code\python\python\data\screenshots\detection_20241031_203453.jpg
2024-10-31 20:34:58,0.000,0.580,D:\rifai\code\python\python\data\screenshots\detection_20241031_203458.jpg
2024-10-31 20:35:03,0.000,0.793,D:\rifai\code\python\python\data\screenshots\detection_20241031_203503.jpg
2024-10-31 20:35:14,0.000,0.661,D:\rifai\code\python\python\data\screenshots\detection_20241031_203514.jpg
2024-10-31 20:35:19,0.000,0.808,D:\rifai\code\python\python\data\screenshots\detection_20241031_203519.jpg
2024-10-31 20:35:30,0.000,0.765,D:\rifai\code\python\python\data\screenshots\detection_20241031_203530.jpg
2024-10-31 20:35:40,0.000,0.639,D:\rifai\code\python\python\data\screenshots\detection_20241031_203540.jpg
2024-10-31 20:35:51,0.000,0.594,D:\rifai\code\python\python\data\screenshots\detection_20241031_203551.jpg
